C107-D1

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
 
    0          40      50           0       0        1236           0
    1          45      68          60     850        1030          90
    2          45      70          20     758         938          90
    3          42      66          30      16         196          90
    4          42      68          20     665         845          90
    5          42      65          60      15         195          90
    6          40      69          60     572         752          90
    7          40      66          20     108         288          90
    8          38      68          50     200         380          90
    9          38      70          30     480         660          90
   10          35      66          60     294         474          90
   11          35      69          20     387         567          90
   12          25      85          30     597         777          90
   13          22      75          60      30         210          90
   14          22      85          10     504         684          90
   15          20      80          30     317         497          90
   16          20      85          20     412         592          90
   17          18      75          50      34         214          90
   18          15      75          70     127         307          90
   19          15      80          40     222         402          90
   20          30      50          70      10         190          90
   21          30      52          50     850        1030          90
   22          28      52          10     758         938          90
   23          28      55          20     665         845          90
   24          25      50          10      15         195          90
   25          25      52          10     107         287          90
   26          25      55          60     572         752          90
   27          23      52          20     199         379          90
   28          23      55          20     480         660          90
   29          20      50          70     292         472          90
   30          20      55          50     387         567          90
   31          10      35          10     129         309          90
   32          10      40          30      31         211          90
   33           8      40          10      33         213          90
   34           8      45          40     694         874          90
   35           5      35          30     224         404          90
   36           5      45          10     601         781          90
   37           2      40          40     319         499          90
   38           0      40          60     411         591          90
   39           0      45          10     506         686          90
   40          35      30          40     203         383          90
   41          35      32          30     111         291          90
   42          33      32          60      19         199          90
   43          33      35          70      16         196          90
   44          32      30          50     296         476          90
   45          30      30          50     481         661          90
   46          30      32          10     389         569          90
   47          30      35          50     947        1127          90
   48          28      30          10     573         753          90
   49          28      35          70     944        1124          90
   50          26      32          20     758         938          90
   51          25      30          50     666         846          90
   52          25      35          10     851        1031          90
   53          44       5          50     227         407          90
   54          42      10          30     132         312          90
   55          42      15          70      37         217          90
   56          40       5          40     321         501          90
   57          40      15          10      35         215          90
   58          38       5          70     413         593          90
   59          38      15          50     606         786          90
   60          35       5          70     506         686          90
   61          50      30          70     481         661          90
   62          50      35          20     200         380          90
   63          50      40          50     105         285          90
   64          48      30          60     573         753          90
   65          48      40          50      13         193          90
   66          47      35          20     761         941          90
   67          47      40          60      12         192          90
   68          45      30          30     666         846          90
   69          45      35          50     853        1033          90
   70          95      30          10     332         512          90
   71          95      35          70     237         417          90
   72          53      30          10     388         568          90
   73          92      30          60     425         605          90
   74          53      35          60     293         473          90
   75          45      65          60     943        1123          90
   76          90      35          60     142         322          90
   77          88      30          60     519         699          90
   78          88      35          70      50         230          90
   79          87      30          20     610         790          90
   80          85      25          30     705         885          90
   81          85      35          70      47         227          90
   82          75      55          40     305         485          90
   83          72      55          50     212         392          90
   84          70      58          10     401         581          90
   85          68      60          30     494         674          90
   86          66      55          30     116         296          90
   87          65      55          20      25         205          90
   88          65      60          70     587         767          90
   89          63      58          60     680         860          90
   90          60      55          70      20         200          90
   91          60      60          10     773         953          90
   92          67      85          60     315         495          90
   93          65      85          40     407         587          90
   94          65      82          20     221         401          90
   95          62      80          30     128         308          90
   96          60      80          50      36         216          90
   97          60      85          30     502         682          90
   98          58      75          60      30         210          90
   99          55      80          40     692         872          90
  100          55      85          30     597         777          90
