RC206-D2

VEHICLE
NUMBER     CAPACITY
  25         1000

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME

    0          40      50           0       0         960           0
    1          25      85          10     613         853          10
    2          22      75          40      92         332          10
    3          22      85          10     411         651          10
    4          20      80          10     584         824          10
    5          20      85          20      40         280          10
    6          18      75          10     328         568          10
    7          15      75          30     240         480          10
    8          15      80          50     307         547          10
    9          10      35          40     311         551          10
   10          10      40          10     459         699          10
   11           8      40          10     135         375          10
   12           8      45          50     163         403          10
   13           5      35          30     593         833          10
   14           5      45          20      35         275          10
   15           2      40          40     114         354          10
   16           0      40          30     195         435          10
   17           0      45          30     643         883          10
   18          44       5          40     275         515          10
   19          42      10          40     194         434          10
   20          42      15          30     477         717          10
   21          40       5          40     155         395          10
   22          40      15          20     315         555          10
   23          38       5          10     141         381          10
   24          38      15          40     621         861          10
   25          35       5          10     664         904          10
   26          95      30          50     469         709          10
   27          95      35          10      86         326          10
   28          92      30          20      89         329          10
   29          90      35          10     134         374          10
   30          88      30          40     186         426          10
   31          88      35          40     105         345          10
   32          87      30          40     561         801          10
   33          85      25          50      51         291          10
   34          85      35          20     427         667          10
   35          67      85          40     597         837          10
   36          65      85          20      43         283          10
   37          65      82          10     497         737          10
   38          62      80          30     218         458          10
   39          60      80          10      36         276          10
   40          60      85          20     269         509          10
   41          58      75          20     316         556          10
   42          55      80          40      33         273          10
   43          55      85          50     514         754          10
   44          55      82          30     157         397          10
   45          20      82          20      37         277          10
   46          18      80          40     429         669          10
   47           2      45          40      45         285          10
   48          42       5          20     664         904          10
   49          42      12          30     380         620          10
   50          72      35          10     447         687          10
   51          55      20          18     266         506          10
   52          25      30          16     115         355          10
   53          20      50          13     315         555          10
   54          55      60          28     541         781          10
   55          30      60          21     539         779          10
   56          50      35          10     497         737          10
   57          30      25          43     337         577          10
   58          15      10          48     662         902          10
   59          10      20          18      42         282          10
   60          15      60          25     634         874          10
   61          45      65          15     198         438          10
   62          65      35          16     107         347          10
   63          65      20          43      39         279          10
   64          45      30          16     131         371          10
   65          35      40          46      11         251          10
   66          41      37          19     506         746          10
   67          64      42          13     208         448          10
   68          40      60          13     552         792          10
   69          31      52          13      97         337          10
   70          35      69          20     690         930          10
   71          65      55          34     181         421          10
   72          63      65          15      27         267          10
   73           2      60          14     226         466          10
   74          20      20          40     585         825          10
   75           5       5          21     172         412          10
   76          60      12          18     208         448          10
   77          23       3          37     660         900          10
   78           8      56          24     305         545          10
   79           6      68          18     292         532          10
   80          47      47          35     702         942          10
   81          49      58          13     295         535          10
   82          27      43          19      92         332          10
   83          37      31          42      45         285          10
   84          57      29          35     335         575          10
   85          63      23          27     284         524          10
   86          21      24          31     289         529          10
   87          12      24          39     299         539          10
   88          24      58          28     200         440          10
   89          67       5          37     653         893          10
   90          37      47          12     299         539          10
   91          49      42          33     659         899          10
   92          53      43          36      14         254          10
   93          61      52          23     688         928          10
   94          57      48          48     332         572          10
   95          56      37          41      40         280          10
   96          55      54          36     502         742          10
   97           4      18          34     487         727          10
   98          26      52          46     112         352          10
   99          26      35          19     248         488          10
  100          31      67          24     690         930          10
