C106-D2

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
 
    0          40      50           0       0        1236           0
    1          45      68          50     890         989          90
    2          45      70          20     816         879          90
    3          42      66          20      55         156          90
    4          42      68          20     703         806          90
    5          42      65          10      15          60          90
    6          40      69          40     559         764          90
    7          40      66          20     172         223          90
    8          38      68          20     250         329          90
    9          38      70          30     489         650          90
   10          35      66          20     361         406          90
   11          35      69          50     450         503          90
   12          25      85          20     647         726          90
   13          22      75          40      30          95          90
   14          22      85          40     571         616          90
   15          20      80          20     392         421          90
   16          20      85          30     478         525          90
   17          18      75          20     105         142          90
   18          15      75          30     172         261          90
   19          15      80          50     274         349          90
   20          30      50          50      10          77          90
   21          30      52          10     918         961          90
   22          28      52          30     806         889          90
   23          28      55          50     739         770          90
   24          25      50          40      55         154          90
   25          25      52          20     172         221          90
   26          25      55          20     612         711          90
   27          23      52          50     264         313          90
   28          23      55          10     553         586          90
   29          20      50          40     365         398          90
   30          20      55          10     452         501          90
   31          10      35          30     204         233          90
   32          10      40          10      31         189          90
   33           8      40          20      42         203          90
   34           8      45          30     715         852          90
   35           5      35          10     251         376          90
   36           5      45          30     648         733          90
   37           2      40          40     365         452          90
   38           0      40          50     474         527          90
   39           0      45          10     541         650          90
   40          35      30          30     240         345          90
   41          35      32          10     123         278          90
   42          33      32          10      19         225          90
   43          33      35          10      16         153          90
   44          32      30          50     338         433          90
   45          30      30          30     513         628          90
   46          30      32          10     415         542          90
   47          30      35          40     872        1127          90
   48          28      30          10     599         726          90
   49          28      35          50     917        1126          90
   50          26      32          30     779         916          90
   51          25      30          50     695         816          90
   52          25      35          50     857        1024          90
   53          44       5          20     221         412          90
   54          42      10          10      96         347          90
   55          42      15          40      35         233          90
   56          40       5          50     347         474          90
   57          40      15          40      35         172          90
   58          38       5          50     403         602          90
   59          38      15          20     521         870          90
   60          35       5          10     487         704          90
   61          50      30          20     422         719          90
   62          50      35          10     217         362          90
   63          50      40          50     142         247          90
   64          48      30          30     567         758          90
   65          48      40          40      34         171          90
   66          47      35          40     794         907          90
   67          47      40          50      12         226          90
   68          45      30          50     716         795          90
   69          45      35          20     873        1012          90
   70          95      30          10     266         577          90
   71          95      35          10     181         472          90
   72          53      30          20     402         553          90
   73          92      30          30     345         684          90
   74          53      35          40     294         471          90
   75          45      65          10     951        1114          90
   76          90      35          20     153         310          90
   77          88      30          40     450         767          90
   78          88      35          30      50         237          90
   79          87      30          40     567         832          90
   80          85      25          20     713         876          90
   81          85      35          50      47         331          90
   82          75      55          10     311         478          90
   83          72      55          40     127         476          90
   84          70      58          20     349         632          90
   85          68      60          40     476         691          90
   86          66      55          40      67         344          90
   87          65      55          40      25         256          90
   88          65      60          40     546         807          90
   89          63      58          10     630         909          90
   90          60      55          10      20         293          90
   91          60      60          40     769         956          90
   92          67      85          30     229         580          90
   93          65      85          10     442         551          90
   94          65      82          10     227         394          90
   95          62      80          30     163         272          90
   96          60      80          30      36         291          90
   97          60      85          10     469         714          90
   98          58      75          50      30         227          90
   99          55      80          20     595         968          90
  100          55      85          10     493         880          90
