C208-D2

VEHICLE
NUMBER     CAPACITY
  25         700

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
    0          40      50           0       0        3390           0
    1          52      75          50      71         711          90
    2          45      70          20      20         660          90
    3          62      69          20     927        1567          90
    4          60      66          20    1021        1661          90
    5          42      65          10      15         655          90
    6          16      42          40     257         897          90
    7          58      70          20     833        1473          90
    8          34      60          20    2647        3287          90
    9          28      70          30    2361        3001          90
   10          35      66          20    2551        3191          90
   11          35      69          50    2458        3098          90
   12          25      85          20    1879        2519          90
   13          22      75          40    2165        2805          90
   14          22      85          40    1786        2426          90
   15          20      80          20    1976        2616          90
   16          20      85          30    1694        2334          90
   17          18      75          20    2071        2711          90
   18          15      75          30    1502        2142          90
   19          15      80          50    1597        2237          90
   20          30      50          50      10         650          90
   21          30      56          10    2648        3288          90
   22          28      52          30      12         652          90
   23          14      66          50    1403        2043          90
   24          25      50          40      15         655          90
   25          22      66          20    2264        2904          90
   26           8      62          20    1305        1945          90
   27          23      52          50      17         657          90
   28           4      55          10    1207        1847          90
   29          20      50          40     158         798          90
   30          20      55          10      63         703          90
   31          10      35          30     541        1181          90
   32          10      40          10     353         993          90
   33           8      40          20     445        1085          90
   34           8      45          30    1106        1746          90
   35           5      35          10     636        1276          90
   36           5      45          30    1013        1653          90
   37           2      40          40     731        1371          90
   38           0      40          50     823        1463          90
   39           0      45          10     918        1558          90
   40          36      18          30    1579        2219          90
   41          35      32          10    2518        3158          90
   42          33      32          10    2426        3066          90
   43          33      35          10    2333        2973          90
   44          32      20          50    1673        2313          90
   45          30      30          30    1865        2505          90
   46          34      25          10    1769        2409          90
   47          30      35          40    2240        2880          90
   48          36      40          10    2616        3256          90
   49          48      20          50     727        1367          90
   50          26      32          30    2052        2692          90
   51          25      30          50    1960        2600          90
   52          25      35          50    2145        2785          90
   53          44       5          20    1016        1656          90
   54          42      10          10     920        1560          90
   55          42      15          40     825        1465          90
   56          40       5          50    1110        1750          90
   57          38      15          40    1485        2125          90
   58          38       5          50    1202        1842          90
   59          38      10          20    1390        2030          90
   60          35       5          10    1295        1935          90
   61          50      30          20     161         801          90
   62          50      35          10      18         658          90
   63          50      40          50      14         654          90
   64          48      30          30     253         893          90
   65          44      25          40     631        1271          90
   66          47      35          40     348         988          90
   67          47      40          50      12         652          90
   68          42      30          50     536        1176          90
   69          45      35          20     440        1080          90
   70          95      30          10    2081        2721          90
   71          95      35          10    1986        2626          90
   72          53      30          20      68         708          90
   73          92      30          30    2174        2814          90
   74          53      35          40      19         659          90
   75          45      65          10      15         655          90
   76          90      35          20    1891        2531          90
   77          72      45          40    2627        3267          90
   78          78      40          30    2562        3202          90
   79          87      30          40    2368        3008          90
   80          85      25          20    2273        2913          90
   81          85      35          50    2463        3103          90
   82          75      55          10    1685        2325          90
   83          72      55          40    1592        2232          90
   84          70      58          20    1401        2041          90
   85          86      46          40    1789        2429          90
   86          66      55          40    1496        2136          90
   87          64      46          40    2635        3275          90
   88          65      60          40    1306        1946          90
   89          56      64          10    1115        1755          90
   90          60      55          10    2639        3279          90
   91          60      60          40    1211        1851          90
   92          67      85          30     454        1094          90
   93          42      58          10       8         648          90
   94          65      82          10     548        1188          90
   95          62      80          30     641        1281          90
   96          62      40          30    2635        3275          90
   97          60      85          10     357         997          90
   98          58      75          50     738        1378          90
   99          55      80          20     167         807          90
  100          55      85          10     262         902          90
